[time_index],[x],[y]
0.0,0.0,0.0
1.0,0.707106781187,0.658106781187
2.0,1.41411191284,1.21878671646
3.0,2.12123333288,1.68097627163
4.0,2.82837268015,2.0451669693
5.0,3.53552579027,2.31135797501
6.0,4.24268958192,2.4795498848
7.0,4.94986226537,2.54974222183
8.0,5.6570434378,2.52193593979
9.0,6.36423098617,2.39613008499
10.0,7.07142419002,2.17232465744
11.0,7.77862295661,1.85052013397
12.0,8.48582681342,1.43071651459
13.0,9.19303395807,0.912913799286
14.0,9.90024739087,0.297111749649
