[time_index],[x],[y]
0.0,0.0,0.0
1.0,0.707106781187,0.658106781187
2.0,1.41422021389,1.21878671646
3.0,2.12132692337,1.68097627163
4.0,2.82843375206,2.0451669693
5.0,3.53554058075,2.31135797501
6.0,4.24264717102,2.4795498848
7.0,4.94975471497,2.54974222183
8.0,5.65686130524,2.52193593979
9.0,6.36396884918,2.39613008499
10.0,7.07107496262,2.17232465744
11.0,7.77818155289,1.85052013397
12.0,8.48528862,1.43071651459
13.0,9.19239616394,0.912913799286
14.0,9.89950275421,0.297111749649
